id,forwardPivotInt,InnerForwardPivotInt
1334964662304002048,None,This claim about election fraud is disputed
1331755788126146561,None,This claim about election fraud is disputed
1332396823856648196,None,This claim about election fraud is disputed
1324617527347961856,None,Learn about US 2020 election security efforts
1258761776042323969,None,Manipulated media
1324831406099439621,None,Learn about US 2020 election security efforts
1324111036270678016,None,Official sources may not have called the race when this was Tweeted
1323769910825259013,None,Learn about US 2020 election security efforts
1329545868744286217,None,Multiple sources called this election differently
1332375967063478272,None,This claim about election fraud is disputed
1294468347841544197,None,Manipulated media
1334921252796919809,None,This claim about election fraud is disputed
1328210558915465216,None,Multiple sources called this election differently
1338603309997821952,None,This claim about election fraud is disputed
1325450468357787649,None,This claim about election fraud is disputed
1328211617386016771,None,Multiple sources called this election differently
1328340848866586624,None,Multiple sources called this election differently
1329603139356528641,None,Multiple sources called this election differently
1325921127093317632,None,This claim about election fraud is disputed
1329872747833544704,None,This claim about election fraud is disputed
1325148476464754688,None,Official sources may not have called the race when this was Tweeted
1325126152285872128,None,Official sources may not have called the race when this was Tweeted
1265626382614347777,None,Get the facts about mail-in ballots
1265631280642867201,None,Get the facts about mail-in ballots
1329548921396469761,None,Multiple sources called this election differently
1330328281313370112,None,This claim about election fraud is disputed
1324091237826285568,None,Official sources may not have called the race when this was Tweeted
1325139804741361666,None,Official sources may not have called the race when this was Tweeted
1325129751111954433,None,This claim about election fraud is disputed
